Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	stationaryDist[1]	stationaryDist[2]	tree_length
3708	-2087.636	-2238.671	151.035	0.246489	0.0279318	0.0198943	0.00989643	0.047672	0.0728873	0.142081	0.00453809	0.0186541	0.126745	0.0456061	0.0666495	0.0500811	0.120447	0.0708484	0.0609178	0.158307	0.0577535	0.00177883	0.0170499	0.18506	0.0299428	0.00744391	0.00261881	0.00529124	0.0111899	0.00531266	0.00703854	0.00366762	0.00328685	0.0107414	0.000412954	0.00158164	0.0234652	0.0339245	0.011293	0.0101092	0.00960324	0.00767753	0.011952	0.0235408	0.0131718	0.0307075	0.0228454	0.0260785	0.0222923	0.0989374	0.0595812	0.00647528	0.106341	0.0268524	0.00043757	0.000640299	0.012558	0.00579471	0.0511568	0.14621	0.00336828	0.00898481	0.00427209	0.0318436	0.000382737	0.0762846	0.0019757	0.00431007	0.17901	0.0216058	0.0157892	0.0802788	0.0450335	0.0215644	0.00840453	0.00879785	0.00767301	0.0155264	0.00461185	0.00690471	0.0765313	0.0407542	0.0109975	0.0169779	0.00320635	0.00491695	0.0387773	0.0141308	0.133136	0.00654968	0.0671612	0.023315	0.00671049	0.00556542	0.2771583	1.722842	0.180108	0.433433	0.770418	1.298	2.30716	5.55221	1.239482	6.216093	0.0725648	0.00822294	0.00585675	0.00291344	0.0140343	0.0214575	0.0418276	0.00133598	0.00549165	0.0373128	0.0134261	0.0196212	0.0147436	0.0354588	0.0208573	0.0179338	0.0466046	0.0170022	0.000523677	0.00501938	0.0544806	0.00881496	0.00219144	0.000770962	0.00155771	0.00329424	0.00156401	0.0020721	0.00107972	0.000967627	0.00316219	0.000121571	0.000465624	0.00690799	0.00998716	0.0033246	0.00297607	0.00282713	0.00226022	0.0035186	0.00693025	0.00387769	0.00904009	0.00672553	0.00767733	0.00656272	0.0291265	0.0175403	0.00190628	0.0313061	0.00790516	0.000128818	0.0001885	0.00369698	0.00170592	0.0150602	0.0430432	0.000991599	0.00264507	0.00125768	0.00937456	0.000112675	0.0224577	0.000581633	0.00126886	0.0526995	0.00636062	0.00464824	0.0236335	0.0132576	0.00634842	0.00247424	0.00259003	0.00225888	0.00457086	0.0013577	0.0020327	0.0225303	0.0119978	0.00323758	0.00499817	0.000943929	0.00144752	0.0114158	0.00416001	0.0391944	0.00192818	0.0197718	0.00686377	0.00197552	0.00163842	0.861421	0.138579	3.396815
3744	-2095.37	-2247.055	151.6845	0.196208	0.0273676	0.0333453	0.0697608	0.0477157	0.0463246	0.0841609	0.000163214	0.00609536	0.0671462	0.0462746	0.0652781	0.0592187	0.110988	0.0322267	0.0653963	0.0737109	0.0507355	0.00384803	0.00938752	0.188369	0.0201783	0.00893554	0.00891814	0.00375965	0.00109432	0.00249694	0.00177338	0.00356575	0.00111886	0.00973354	0.0109081	0.000648006	0.0252033	0.0194289	0.0175471	0.0332895	0.00559508	0.00574276	0.0180525	0.0261528	0.0144712	0.035489	0.0294197	0.0236463	0.0123787	0.0922388	0.0200368	0.00826367	0.041938	0.0225531	0.00116345	0.000913361	0.015113	0.00295474	0.0624766	0.13056	0.00671676	0.00512942	0.00399379	0.0184937	0.0244366	0.0306492	0.000724909	0.0183595	0.162214	0.0618873	0.0042317	0.0421674	0.0325765	0.0274329	0.00549407	0.00635753	0.00549086	0.0249492	0.00353225	0.0110807	0.0359749	0.00981396	0.0101677	0.00524001	0.00557746	0.00471021	0.0158921	0.0150064	0.148725	0.00849052	0.00501199	0.00889674	0.00745201	0.00207598	0.2546134	1.745387	0.135363	0.377077	0.737656	1.35564	2.65198	7.38754	1.445989	6.855046	0.0700634	0.00977263	0.0119072	0.0249107	0.0170387	0.0165419	0.0300528	5.82816e-05	0.00217658	0.0239771	0.0165241	0.02331	0.0211463	0.0396324	0.0115077	0.0233522	0.0263213	0.018117	0.00137408	0.00335217	0.0672644	0.00720542	0.00319077	0.00318456	0.00134252	0.000390769	0.000891625	0.000633253	0.00127328	0.000399529	0.00347573	0.00389514	0.000231395	0.00899977	0.00693781	0.00626583	0.0118873	0.00199793	0.00205067	0.00644632	0.00933883	0.00516749	0.0126727	0.0105054	0.00844381	0.00442029	0.0329373	0.00715489	0.00295085	0.0149755	0.00805344	0.000415452	0.00032615	0.00539666	0.0010551	0.0223096	0.0466214	0.00239847	0.00183165	0.00142613	0.00660387	0.008726	0.0109445	0.000258856	0.00655593	0.0579248	0.0220992	0.00151109	0.0150574	0.0116326	0.00979596	0.00196186	0.0022702	0.00196072	0.00890906	0.00126132	0.00395678	0.0128462	0.00350444	0.00363076	0.00187114	0.00199164	0.00168196	0.00567489	0.0053586	0.0531078	0.00303186	0.00178972	0.00317692	0.00266102	0.000741305	0.872693	0.127307	2.800433
3780	-2088.439	-2241.735	153.296	0.113659	0.00907146	0.0229021	0.0109512	0.0544021	0.0619635	0.096339	0.00322212	0.00598031	0.0254146	0.0322697	0.055365	0.0292383	0.0841335	0.0210736	0.0554704	0.074954	0.0160783	0.00170737	0.0464535	0.128462	0.0256893	0.00203851	0.0016629	0.00897152	0.00372775	0.000254321	0.00206379	0.00212912	0.00108026	0.000419772	0.00107086	0.00250443	0.0181769	0.00848877	0.011552	0.00657793	0.00641724	0.0183588	0.00973685	0.0124101	0.0146518	0.0174746	0.0244536	0.0223131	0.0238338	0.0807767	0.00966817	0.0106111	0.00822561	0.0137802	0.0018097	0.00511005	0.010267	0.00227646	0.0227421	0.0934044	0.00215009	0.0267775	0.00760846	0.00721636	0.00256487	0.0234005	0.00214952	0.0142513	0.0909442	0.0112956	0.0129237	0.0219857	0.0416219	0.0210078	0.00848959	0.0215647	0.00111343	0.0156732	0.0210698	0.0160138	0.0720456	0.0220519	0.00210442	0.0200139	0.00477437	0.00171559	0.00661463	0.0374025	0.0675242	0.0105771	0.0507824	0.00534389	0.00155911	0.000510491	0.3609291	1.639071	0.126391	0.364674	0.729999	1.36986	2.74217	7.91194	1.495576	4.541255	0.0534442	0.00426554	0.0107689	0.00514942	0.0255807	0.0291362	0.0453001	0.00151509	0.00281204	0.0119504	0.0151737	0.0260335	0.0137483	0.0395609	0.00990913	0.0260831	0.0352446	0.00756027	0.000802832	0.0218432	0.0604049	0.0120795	0.000958539	0.000781923	0.00421855	0.00175285	0.000119586	0.000970427	0.00100114	0.000507954	0.000197384	0.000503535	0.00117762	0.00854705	0.00399155	0.00543196	0.00309305	0.00301749	0.00863258	0.00457842	0.00583545	0.00688951	0.00821685	0.0114985	0.010492	0.011207	0.0379825	0.00454613	0.00498953	0.00386782	0.00647965	0.000850952	0.00240283	0.00482773	0.00107043	0.0106937	0.0439203	0.00101101	0.0125912	0.00357762	0.00339325	0.00120604	0.0110033	0.00101074	0.00670119	0.0427634	0.00531139	0.00607694	0.010338	0.0195713	0.00987822	0.00399194	0.0101401	0.000523554	0.00736981	0.00990735	0.00752992	0.033877	0.0103691	0.000989532	0.00941084	0.00224499	0.000806699	0.0031103	0.0175873	0.031751	0.00497353	0.0238787	0.00251278	0.000733116	0.000240041	0.819535	0.180465	2.126683
3816	-2112.987	-2265.469	152.482	0.172324	0.00674959	0.0325424	0.00145767	0.0766172	0.0699315	0.0549436	0.000820043	0.00199111	0.0368078	0.0622729	0.0539942	0.0450381	0.0344394	0.0541468	0.141298	0.037713	0.0115276	7.20417e-05	0.02567	0.16551	0.0277472	0.0047761	0.000317495	0.00040508	0.00479831	4.79615e-05	0.00434718	0.00641618	0.00131743	0.000596568	0.00208439	0.0025362	0.0160542	0.0242163	0.0225115	0.0248252	0.00164848	0.0140744	0.0197031	0.0191881	0.0159149	0.00847899	0.0587358	0.0435055	0.00867043	0.0882065	0.0630716	0.0101489	0.0667155	0.0243515	0.00138167	0.00923065	0.00617902	0.00843985	0.06417	0.151073	0.00128181	0.059578	0.00154352	0.00827086	0.00243741	0.0326913	0.00488016	0.0160616	0.0837328	0.00958253	0.0570445	0.050341	0.0083278	0.0144315	0.00916933	0.00174109	0.00126799	0.0393249	0.00162627	0.0267692	0.0288019	0.0193611	0.000251402	0.0154272	0.00102716	0.0053846	0.0166851	0.0347365	0.127312	0.00844142	0.0177273	0.0110427	0.000504304	0.0048932	0.3507317	1.649268	0.132487	0.373148	0.73525	1.36008	2.6799	7.54792	1.461518	4.702365	0.0654365	0.00256302	0.0123573	0.00055352	0.0290938	0.0265551	0.0208637	0.000311395	0.000756084	0.013977	0.0236469	0.0205032	0.0171023	0.0130777	0.0205612	0.0536552	0.0143208	0.00437737	2.73564e-05	0.00974767	0.062849	0.0105364	0.00181363	0.000120562	0.000153821	0.00182206	1.82124e-05	0.00165076	0.00243642	0.000500267	0.000226535	0.000791507	0.000963072	0.00609626	0.00919565	0.00854827	0.00942689	0.000625977	0.00534448	0.00748184	0.00728628	0.00604335	0.00321973	0.0223037	0.0165203	0.00329242	0.0334946	0.0239502	0.00385382	0.0253339	0.00924701	0.00052466	0.00350515	0.00234636	0.00320486	0.0243673	0.0573669	0.000486743	0.0226236	0.000586122	0.00314069	0.000925558	0.0124139	0.00185314	0.00609909	0.0317958	0.00363877	0.0216615	0.019116	0.00316231	0.00548007	0.00348187	0.000661144	0.000481493	0.0149329	0.000617543	0.0101651	0.0109369	0.00735197	9.54649e-05	0.00585818	0.000390044	0.0020447	0.00633584	0.0131905	0.048344	0.00320546	0.00673157	0.00419323	0.000191499	0.0018581	0.824634	0.175366	2.633451
3852	-2107.985	-2255.462	147.477	0.311531	0.0722234	0.0238862	0.0702777	0.112096	0.106825	0.2719	0.0329773	0.00943374	0.0309274	0.0443755	0.325158	0.106795	0.0588966	0.0632878	0.157358	0.319008	0.0613683	0.00368078	0.0660976	0.392393	0.0768823	0.00760715	0.0117303	0.002539	0.0210104	0.0175317	0.0114623	0.00335021	0.0110591	2.44987e-05	0.00703781	0.00557787	0.062575	0.0416187	0.0268579	0.00983941	0.0150359	0.0166912	0.0387071	0.0571247	0.0218194	0.0526123	0.0591151	0.0258215	0.0256447	0.161902	0.077112	0.306891	0.0139105	0.00302101	0.116154	0.00616411	0.0720118	0.0503029	0.0172399	0.0238506	0.0456825	0.081092	0.307092	0.00319542	0.0677732	0.0397194	0.0112975	0.0470544	0.113518	0.00899341	0.0113021	0.0559917	0.00477222	0.0402292	0.00416722	0.00048139	0.0561484	0.0252641	0.0435915	0.168064	0.295655	0.0890207	0.0312343	0.110966	0.0597644	0.0157022	0.00470708	0.0132976	0.0242256	0.00349423	0.0205853	0.00720343	0.0118707	0.0251856	0.409197	1.590803	0.297173	0.553331	0.831412	1.20277	1.80724	3.36505	0.8774018	3.887621	0.0522119	0.0121045	0.00400327	0.0117784	0.0187871	0.0179037	0.0455697	0.00552691	0.00158107	0.00518337	0.00743722	0.0544957	0.0178986	0.00987093	0.0106069	0.0263728	0.0534649	0.0102852	0.00061689	0.0110778	0.0657641	0.0128853	0.00127494	0.00196597	0.00042553	0.0035213	0.00293828	0.00192106	0.000561486	0.00185349	4.10592e-06	0.00117952	0.000934837	0.0104874	0.0069752	0.00450131	0.00164906	0.00251998	0.0027974	0.00648721	0.00957396	0.00365687	0.00881769	0.00990754	0.00432762	0.00429798	0.0271344	0.0129238	0.0514341	0.00233137	0.000506313	0.0194671	0.00103309	0.012069	0.00843064	0.00288937	0.00399731	0.00765627	0.0135908	0.0514678	0.000535545	0.0113586	0.00665688	0.00189344	0.0078862	0.0190254	0.00150727	0.0018942	0.00938408	0.000799813	0.00674232	0.000698417	8.06798e-05	0.00941034	0.0042342	0.00730582	0.0281672	0.049551	0.0149197	0.00523479	0.0185976	0.0100164	0.00263165	0.000788894	0.00222865	0.00406016	0.000585624	0.00345005	0.00120728	0.0019895	0.00422104	0.795401	0.204599	5.966673
3888	-2093.595	-2247.042	153.4469	0.10763	0.00922698	0.0335467	0.0170357	0.0364394	0.0547175	0.0598642	0.00203277	0.00546493	0.0299155	0.0141385	0.0764638	0.0639092	0.0316558	0.0569036	0.0788392	0.0584537	0.0400044	0.000618367	0.0156962	0.142664	0.0140364	0.006577	0.00263864	0.00406776	0.002057	0.0026843	0.00231181	0.00199339	0.00307981	3.2719e-05	0.00322914	0.00254981	0.0144291	0.0131959	0.0110222	0.00586024	0.00468236	0.00631408	0.0110216	0.0232091	0.000641852	0.0080614	0.022282	0.0228199	0.0118051	0.0648545	0.0260927	0.0619005	0.00293522	0.00364671	0.0206016	0.000113106	0.0152789	0.0302088	0.0124121	0.00731298	0.010224	0.00976367	0.0490121	0.000991116	0.0462455	0.0206458	0.00884751	0.029984	0.0744781	0.00240157	0.00175649	0.0169671	0.0057919	0.0267954	0.00203523	0.00581189	0.0108788	0.00312972	0.0259507	0.0510558	0.0299894	0.00647168	0.0128817	0.0275114	0.0106029	0.00190755	0.0083505	0.00260426	0.00171193	0.00582295	0.0125413	0.00126474	0.00267176	0.00111271	0.3369391	1.663061	0.116301	0.350173	0.720816	1.38732	2.85573	8.59837	1.555735	4.93579	0.0563688	0.00483242	0.0175693	0.00892207	0.0190843	0.0286571	0.0313525	0.00106462	0.00286213	0.0156676	0.00740469	0.0400462	0.033471	0.016579	0.029802	0.0412902	0.0306138	0.0209514	0.000323855	0.00822052	0.0747169	0.00735125	0.00344455	0.00138193	0.0021304	0.0010773	0.00140584	0.00121076	0.00104399	0.00161298	1.71358e-05	0.00169119	0.00133541	0.00755691	0.00691104	0.00577264	0.00306917	0.00245228	0.00330686	0.00577232	0.0121552	0.000336156	0.00422197	0.0116697	0.0119514	0.00618262	0.0339661	0.0136654	0.032419	0.00153725	0.00190988	0.0107896	5.92368e-05	0.008002	0.0158212	0.00650057	0.00383001	0.00535457	0.0051135	0.025669	0.000519074	0.02422	0.0108128	0.00463368	0.0157034	0.0390062	0.00125777	0.000919923	0.00888612	0.00303337	0.0140335	0.00106591	0.00304384	0.00569753	0.00163912	0.0135911	0.0267393	0.0157062	0.00338939	0.00674651	0.0144085	0.00555304	0.000999034	0.00437338	0.00136392	0.000896582	0.00304964	0.00656824	0.000662378	0.00139927	0.000582757	0.83153	0.16847	1.909391
3924	-2088.672	-2242.404	153.7317	0.125288	0.011483	0.0328089	0.0277847	0.0583263	0.0212181	0.0325255	0.00216704	0.000555397	0.041812	0.0128189	0.0402251	0.0484324	0.0483627	0.0240671	0.0396087	0.0537217	0.0130475	0.000547776	0.0102612	0.0887647	0.0144057	0.00208413	0.00699259	0.00169557	3.32555e-05	0.000760725	0.00304477	0.00414776	0.00259224	0.00196019	0.00859683	0.00624618	0.0216023	0.00918969	0.00769942	0.00525518	0.00317218	0.00596576	0.00986174	0.0156897	0.00230591	0.00697965	0.0127397	0.0190498	0.00794385	0.061578	0.0108367	0.0668435	0.00560069	0.00474865	0.0106442	0.00189405	0.0183803	0.0246876	0.00546075	0.0339186	0.00594768	0.020939	0.0823828	0.0273256	0.0242692	0.0107609	0.00465889	0.00957984	0.0252485	0.00417154	0.00300044	0.0171605	0.00765743	0.0107318	0.00397628	0.00354653	0.0137333	0.0179436	0.0107461	0.0492856	0.0584262	0.0051419	0.00749336	0.00153058	0.00211307	0.00371718	0.00785674	0.00397159	0.00147691	0.00237157	0.0174118	0.00107228	0.00326642	0.00649842	0.3196798	1.68032	0.11282	0.345022	0.717492	1.39374	2.89836	8.86364	1.577706	5.25626	0.0766827	0.00702821	0.0200808	0.0170057	0.0356987	0.0129866	0.0199073	0.00132634	0.000339932	0.0255911	0.00784583	0.0246199	0.0296431	0.0296005	0.0147303	0.0242426	0.0328805	0.00798576	0.000335267	0.00628042	0.0543286	0.00881702	0.00127559	0.00427983	0.00103778	2.03541e-05	0.000465604	0.00186356	0.00253865	0.00158659	0.00119974	0.00526171	0.00382299	0.0132217	0.00562457	0.00471245	0.00321644	0.00194154	0.00365136	0.0060359	0.00960291	0.00141134	0.00427191	0.00779734	0.0116595	0.00486205	0.0376889	0.00663262	0.0409117	0.00342791	0.00290642	0.00651482	0.00115925	0.0112497	0.0151101	0.00334226	0.02076	0.00364029	0.0128158	0.0504225	0.0167247	0.014854	0.00658621	0.00285148	0.00586336	0.0154534	0.0025532	0.00183642	0.0105031	0.00468674	0.00656839	0.00243369	0.00217066	0.00840547	0.0109824	0.00657715	0.0301654	0.0357599	0.00314711	0.00458632	0.000936794	0.00129331	0.00227511	0.00480874	0.00243082	0.000903943	0.00145152	0.0106569	0.000656289	0.00199922	0.00397737	0.84016	0.15984	1.633848
3960	-2087.081	-2241.055	153.9743	0.0416796	0.00131873	0.00603209	0.00947177	0.0112693	0.00940469	0.0123127	0.0016302	0.000366625	0.00837147	0.012023	0.0185558	0.00783002	0.0157694	0.00710124	0.0135895	0.0184355	0.0034198	0.00126656	0.00858867	0.029851	0.00545238	4.34045e-05	0.00307586	0.000165368	0.000692963	0.000169783	0.00112568	0.00109044	0.000321474	0.000443309	0.000274857	0.000456598	0.00655984	0.00285487	0.00398852	0.00154909	0.000340501	0.00218716	0.00249583	0.00458162	2.85647e-05	0.00291021	0.00540015	0.00732648	0.00276054	0.0167464	0.013315	0.00275398	0.00930522	0.0120851	0.000619519	0.000896227	0.00332953	0.00330517	0.016371	0.000949474	0.000216668	0.00121868	0.00530566	0.00260875	0.000399402	0.00329606	0.0181798	0.000176207	0.000311051	9.55458e-05	0.00893488	0.000733885	0.00178365	0.0115658	0.00752761	0.000331655	0.00234804	0.000598559	0.00413128	0.0048947	0.00474791	0.000231574	0.000600026	0.000661936	0.00744558	0.00180441	0.00282194	0.0068611	0.0026059	0.0164436	0.00304987	0.00104251	0.00601027	0.00152925	0.3231181	1.676882	0.0343946	0.193305	0.598854	1.66986	5.17318	29.0744	2.436639	5.189687	0.0825709	0.00261251	0.0119501	0.0187644	0.0223254	0.0186315	0.0243925	0.00322956	0.000726317	0.0165846	0.0238186	0.0367607	0.0155119	0.0312405	0.0140682	0.026922	0.0365223	0.00677491	0.00250916	0.0170149	0.0591374	0.0108016	8.5988e-05	0.00609355	0.000327608	0.00137282	0.000336355	0.00223006	0.00216025	0.000636867	0.000878234	0.000544516	0.00090456	0.0129956	0.00565575	0.00790159	0.00306889	0.000674562	0.00433296	0.00494445	0.00907659	5.65891e-05	0.00576538	0.0106982	0.0145144	0.00546887	0.0331761	0.0263781	0.00545587	0.0184344	0.0239416	0.00122732	0.0017755	0.00659609	0.00654782	0.0324324	0.00188099	0.000429238	0.0024143	0.010511	0.00516815	0.00079125	0.00652979	0.0360157	0.000349081	0.000616218	0.000189284	0.0177008	0.00145389	0.00353357	0.0229129	0.0149128	0.000657037	0.00465168	0.0011858	0.00818443	0.00969683	0.00940603	0.000458767	0.0011887	0.00131135	0.0147503	0.00357469	0.00559051	0.0135924	0.00516251	0.0325763	0.00604205	0.0020653	0.0119069	0.00302957	0.838441	0.161559	0.5047735
3996	-2091.034	-2245.279	154.2448	0.0305226	0.000761198	0.00827041	0.00644575	0.0121141	0.0107973	0.00757188	0.00091961	0.000774128	0.00711117	0.012554	0.0141896	0.00784087	0.0291141	0.00674824	0.0140889	0.010361	0.00413641	0.000853135	0.00868497	0.0391449	0.00516241	0.000611816	0.00285595	0.00221131	0.000368462	0.000251166	0.000285667	0.000826642	0.00025403	6.22141e-05	0.00219965	0.000205682	0.00347233	0.00354428	0.00416295	0.0018648	0.0023801	0.00192217	0.00237438	0.00619197	0.000940667	0.00307729	0.00891707	0.00892685	0.0037945	0.0333366	0.0128676	0.00152104	0.011925	0.00503791	0.00148591	4.67475e-05	0.00183434	0.00273586	0.000545811	0.00362659	0.000891494	0.00252126	0.00349038	0.000342727	0.000157193	0.00407437	0.0130077	0.00305881	0.000420317	0.000571441	0.00789048	0.000819578	0.00104828	0.00349731	0.0223723	0.00129323	0.0011679	0.00201157	0.00396529	0.0134646	0.00377417	0.000797178	0.00132623	0.00100112	0.00393426	0.00323781	0.00109479	0.0164383	0.000861697	0.0238784	0.00940066	0.000476785	0.0138195	0.00184539	0.3637482	1.636252	0.0381318	0.203278	0.608327	1.64385	4.91937	26.2248	2.362054	4.498309	0.0562333	0.00140239	0.015237	0.0118753	0.0223184	0.0198925	0.0139501	0.00169425	0.00142622	0.0131013	0.0231288	0.0261422	0.0144456	0.0536384	0.0124326	0.0259568	0.0190885	0.00762072	0.00157177	0.0160008	0.0721187	0.00951097	0.00112718	0.00526166	0.00407401	0.000678836	0.000462736	0.000526299	0.00152296	0.000468012	0.00011462	0.00405252	0.000378939	0.00639726	0.00652982	0.00766962	0.00343562	0.00438499	0.00354131	0.00437444	0.0114078	0.00173304	0.00566944	0.0164284	0.0164464	0.00699081	0.0614178	0.0237067	0.00280229	0.0219701	0.0092816	0.00273758	8.61254e-05	0.00337949	0.00504041	0.00100558	0.00668145	0.00164244	0.00464505	0.00643051	0.000631424	0.000289604	0.00750643	0.0239647	0.00563541	0.000774372	0.00105279	0.014537	0.00150995	0.0019313	0.00644328	0.0412177	0.00238258	0.00215169	0.00370603	0.00730545	0.0248065	0.00695334	0.00146868	0.00244338	0.00184442	0.00724829	0.00596519	0.00201699	0.0302851	0.00158755	0.0439924	0.0173193	0.000878405	0.0254603	0.00339985	0.818126	0.181874	0.5427846
4032	-2102.709	-2256.62	153.9113	0.0902823	0.00235408	0.0104513	0.0108129	0.0317354	0.0190249	0.0151013	0.00114442	0.000713278	0.0123002	0.00804216	0.0248152	0.0279462	0.0326104	0.0197789	0.0441249	0.0266778	0.00565797	0.00089509	0.0183092	0.10878	0.0170492	0.0026231	0.00345861	0.000296937	0.00093283	0.000296055	0.00104316	0.00139351	0.00114467	0.00178897	0.00350015	0.000416038	0.00938407	0.00177287	0.00339842	0.00776491	0.00307947	0.000122572	0.0102371	0.0133363	0.00501632	0.0106878	0.00994535	0.0058984	0.00484453	0.0296243	0.0388834	0.0113434	0.0118747	0.0207048	0.00247755	0.00155975	0.0121595	0.00994632	0.00224469	0.00565466	0.00471243	0.0112902	0.0112546	0.00406606	0.000422978	0.0322702	0.0299157	0.00333141	0.000191801	0.0106532	0.0205924	0.00362775	0.00130815	0.0249866	0.0186416	0.00469912	0.00602893	0.000577599	0.00757056	0.0253475	0.0104869	0.00348828	0.00253255	0.000890941	0.00316897	0.0030581	0.00806626	0.0307891	0.0105562	0.0326324	0.00608025	0.00173257	0.0130232	0.0051066	0.3095127	1.690487	0.0645014	0.262678	0.658978	1.5175	3.80694	15.5035	1.981981	5.461769	0.079856	0.00208221	0.00924433	0.00956418	0.0280704	0.0168278	0.0133574	0.00101225	0.000630905	0.0108797	0.00711341	0.0219494	0.0247188	0.0288444	0.0174947	0.0390291	0.0235969	0.00500455	0.00079172	0.0161947	0.0962178	0.0150802	0.00232017	0.00305919	0.000262645	0.000825101	0.000261865	0.000922693	0.00123258	0.00101248	0.00158237	0.00309593	0.000367991	0.00830035	0.00156813	0.00300595	0.00686818	0.00272384	0.000108417	0.00905488	0.0117962	0.00443701	0.00945355	0.00879681	0.00521722	0.00428506	0.0262031	0.0343929	0.0100334	0.0105034	0.0183137	0.00219143	0.00137962	0.0107552	0.00879766	0.00198546	0.00500163	0.00416821	0.00998633	0.00995483	0.00359649	0.00037413	0.0285435	0.0264609	0.00294668	0.000169651	0.00942294	0.0182142	0.0032088	0.00115707	0.022101	0.0164888	0.00415644	0.00533268	0.000510894	0.00669627	0.0224202	0.00927582	0.00308544	0.00224007	0.00078805	0.002803	0.00270493	0.00713473	0.0272334	0.00933711	0.0288638	0.00537807	0.00153248	0.0115192	0.00451686	0.845244	0.154756	1.130564
