Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	stationaryDist[1]	stationaryDist[2]	tree_length
19584	-2096.309	-2247.834	151.5247	0.220706	0.0151782	0.0320613	0.0754765	0.0932818	0.165471	0.0962012	0.00519766	0.00189389	0.0534416	0.0313158	0.0509976	0.0377681	0.0423748	0.0524015	0.155575	0.123259	0.0274314	0.00333578	0.0487422	0.158047	0.0674268	0.00447077	0.00285572	0.00902711	0.000124397	0.000480345	0.00281878	0.00559882	9.82865e-05	0.000283088	0.000415182	0.00237948	0.028472	0.0242399	0.00982653	0.0207772	0.00103533	0.0259956	0.0434733	0.0508074	0.00266111	0.0393959	0.0393538	0.0375137	0.00885106	0.116249	0.0116163	0.0199642	0.104982	0.0181593	0.0172839	0.0732179	0.000703392	0.0686876	0.0121108	0.0386552	0.000481006	0.0149092	0.00741983	0.0378156	0.0165858	0.0404536	0.00333967	0.0046885	0.0222942	0.0669014	0.0948115	0.0573198	0.0795238	0.0220305	0.0517813	0.0261936	0.00539534	0.0279633	0.000308136	0.00408158	0.0053924	0.00682267	0.00190478	0.00237872	0.00977767	0.013411	0.0229071	0.11396	0.00880765	0.0551773	0.0120343	0.028951	0.00145405	0.0499639	0.3512536	1.648746	0.169294	0.42054	0.763194	1.31028	2.3779	5.90687	1.284255	4.693892	0.0665295	0.00457532	0.00966456	0.0227517	0.0281189	0.0498796	0.0289989	0.00156678	0.000570895	0.0161095	0.00943984	0.0153727	0.0113848	0.0127735	0.0157959	0.0468966	0.0371552	0.00826891	0.00100554	0.0146929	0.0476418	0.0203251	0.00134767	0.000860828	0.00272113	3.74984e-05	0.000144795	0.000849695	0.00168771	2.96275e-05	8.53341e-05	0.000125152	0.000717269	0.0085826	0.00730687	0.00296211	0.00626308	0.000312089	0.00783611	0.0131046	0.0153154	0.000802164	0.0118755	0.0118628	0.0113081	0.00266807	0.0350422	0.00350163	0.006018	0.0316457	0.00547395	0.00521005	0.0220708	0.00021203	0.0207052	0.00365067	0.0116522	0.000144994	0.00449422	0.00223663	0.0113991	0.00499963	0.0121943	0.00100671	0.0014133	0.00672037	0.0201668	0.02858	0.0172785	0.0239717	0.00664088	0.015609	0.0078958	0.00162637	0.00842926	9.28847e-05	0.00123035	0.00162549	0.00205663	0.000574178	0.000717042	0.00294738	0.0040426	0.00690511	0.0343522	0.00265498	0.0166326	0.00362761	0.00872699	0.000438309	0.0150611	0.824373	0.175627	3.317409
19620	-2092.128	-2245.126	152.9987	0.125337	0.0329938	0.0114375	0.0269444	0.0897081	0.0470853	0.0753176	0.0184178	0.00305466	0.032207	0.032207	0.0432524	0.00563006	0.0364147	0.0502389	0.0904193	0.10207	0.0288751	0.00326953	0.0213075	0.100129	0.0468003	0.013702	0.00545617	0.00772863	0.000387084	0.00347008	0.00300608	0.00102998	0.000254412	0.00426083	0.00155049	0.00168757	0.024729	0.0139047	0.016193	0.00960861	0.00432188	0.0137666	0.00304846	0.0269919	0.0030294	0.0160717	0.0176574	0.0336547	0.018077	0.0613397	0.0129921	0.00533172	0.0715089	0.014396	0.0033524	0.0124573	0.001069	0.0385781	0.0275004	0.0563661	0.00101898	0.00148675	0.0208334	0.0484897	0.013997	0.043475	0.00470829	0.00148152	0.029318	0.0704093	0.112245	0.0109662	0.0419547	0.0265855	0.00866536	0.0119056	0.00201517	0.00258366	0.0120422	0.00522348	0.000759849	0.00209097	0.00344832	0.00823457	0.000529071	0.00518855	0.0228521	0.123825	0.00872575	0.0278966	0.0255119	0.0181407	0.00130791	0.120935	0.3654081	1.634592	0.150084	0.396548	0.749334	1.33452	2.52176	6.66295	1.371345	4.473332	0.0519975	0.0136878	0.00474498	0.0111782	0.0372164	0.0195338	0.0312463	0.00764083	0.00126726	0.0133614	0.0133614	0.0179437	0.00233569	0.015107	0.0208422	0.0375114	0.0423447	0.0119792	0.0013564	0.00883964	0.0415395	0.0194156	0.0056844	0.00226355	0.00320631	0.000160586	0.0014396	0.00124711	0.000427298	0.000105546	0.00176765	0.000643236	0.000700107	0.0102591	0.00576853	0.00671783	0.00398624	0.00179298	0.00571121	0.00126469	0.0111979	0.00125678	0.00666753	0.00732537	0.013962	0.00749946	0.0254474	0.00538991	0.00221192	0.0296663	0.00597234	0.00139078	0.00516803	0.000443488	0.0160045	0.0114088	0.0233841	0.000422736	0.000616795	0.00864298	0.0201165	0.00580679	0.0180361	0.00195328	0.000614624	0.0121629	0.0292101	0.046566	0.00454943	0.0174054	0.0110293	0.00359492	0.00493916	0.000836014	0.00107186	0.00499585	0.00216702	0.000315232	0.000867461	0.00143057	0.0034162	0.000219491	0.00215253	0.00948046	0.05137	0.00361997	0.0115732	0.0105839	0.00752587	0.000542603	0.050171	0.817296	0.182704	2.410446
19656	-2083.977	-2236.178	152.2009	0.17893	0.0533632	0.0223111	0.0309923	0.105505	0.0840681	0.110874	0.00102757	0.0074822	0.0584867	0.00250598	0.0416826	0.061646	0.0614345	0.0442555	0.0986309	0.137314	0.0347253	0.00228269	0.0314364	0.136597	0.0273312	0.000663022	0.0017676	0.00191513	0.00124844	0.00350663	0.00494827	0.00518151	0.00619278	0.000817469	0.00182599	0.00243249	0.0195468	0.0156776	0.00855894	0.0139978	0.0113058	0.00447111	0.00625406	0.0269505	0.00899385	0.0116401	0.0141217	0.0265727	0.0132668	0.0969461	0.0171766	0.0066276	0.00695927	0.0520555	0.0319645	0.00563321	0.0648077	0.0250385	0.0428353	0.00107584	0.0160013	0.0301213	0.0235605	0.0189118	0.0580369	0.00779436	0.0332718	0.0733492	0.033337	0.00479131	0.0120668	0.00759762	0.00923119	0.00627144	0.0459296	0.0444222	0.0210918	0.0041328	0.00269962	0.00421412	0.00457375	0.0356427	0.0598922	0.00348508	0.00274082	0.000225367	0.0306418	0.00606489	0.156827	0.00390006	0.0110189	0.02208	0.0268998	0.138056	0.347125	1.652875	0.151747	0.398685	0.750592	1.33228	2.50825	6.58993	1.363377	4.761614	0.0626782	0.0186928	0.00781546	0.0108564	0.0369577	0.0294486	0.0388384	0.000359952	0.00262097	0.0204876	0.000877833	0.0146012	0.0215943	0.0215202	0.0155025	0.0345499	0.0481002	0.0121641	0.000799614	0.011012	0.0478492	0.00957397	0.000232253	0.00061918	0.000670859	0.000437323	0.00122835	0.00173335	0.00181505	0.0021693	0.000286355	0.000639635	0.000852088	0.00684712	0.0054918	0.00299815	0.00490335	0.00396035	0.00156621	0.00219076	0.00944062	0.0031505	0.00407746	0.00494676	0.00930826	0.00464728	0.0339597	0.00601688	0.00232161	0.0024378	0.0182347	0.011197	0.00197328	0.0227018	0.00877086	0.015005	0.000376861	0.00560516	0.0105513	0.00825313	0.0066247	0.02033	0.00273032	0.0116549	0.0256938	0.0116778	0.00167837	0.00422693	0.00266141	0.00323364	0.00219685	0.0160889	0.0155609	0.00738835	0.0014477	0.000945662	0.00147618	0.00160216	0.0124854	0.0209799	0.0012208	0.000960094	7.89449e-05	0.0107337	0.0021245	0.0549357	0.00136617	0.00385987	0.0077345	0.00942286	0.0483604	0.826438	0.173562	2.85474
19692	-2095.414	-2248.342	152.9278	0.175051	0.0116522	0.0146023	0.0025816	0.0702115	0.0980701	0.119232	0.000310225	0.00923874	0.0162127	0.0205522	0.0623599	0.020017	0.0633931	0.0252449	0.0442952	0.0498332	0.0359174	0.00175174	0.0152084	0.109131	0.0153503	0.000921597	0.00267584	0.00145588	0.00423316	0.00142841	0.00210226	0.000362687	0.00233104	0.000898071	0.00523584	0.00233841	0.0139973	0.00781355	0.00761633	0.0038645	0.00415101	0.00218281	0.0146736	0.00966774	0.00382279	0.0121987	0.0139933	0.0257529	0.0157309	0.083308	0.00589234	0.00129854	0.00281359	0.00810829	0.0027037	0.00415699	0.0367673	0.0131507	0.0181881	0.00367537	0.0163773	0.0632436	0.0136864	0.00860141	0.0403698	0.00525269	0.0352637	0.0462535	0.0173162	0.00220389	0.00347122	0.004304	0.00790389	2.26637e-05	0.0165058	0.0174279	0.00650934	0.00581217	0.00221502	0.00495406	0.00291275	0.0846206	0.0349236	0.00287914	0.0254229	0.00163876	0.0239333	0.00667827	0.107633	0.00153328	0.0303117	0.0246768	0.0218264	0.12262	0.3086257	1.691374	0.109903	0.340642	0.714637	1.39931	2.93563	9.09892	1.596649	5.480341	0.0822208	0.00547301	0.00685866	0.00121257	0.0329781	0.0460632	0.0560027	0.000145712	0.00433941	0.00761503	0.00965331	0.0292902	0.00940193	0.0297755	0.0118574	0.0208053	0.0234065	0.0168703	0.000822788	0.00714336	0.0512584	0.00720997	0.000432871	0.00125684	0.000683824	0.0019883	0.00067092	0.000987424	0.000170353	0.00109488	0.000421821	0.00245926	0.00109834	0.00657447	0.00367	0.00357737	0.00181514	0.00194972	0.00102526	0.00689216	0.00454091	0.00179555	0.00572969	0.00657263	0.012096	0.00738876	0.0391295	0.00276761	0.000609921	0.00132153	0.00380844	0.00126992	0.00195253	0.0172695	0.00617682	0.00854291	0.00172631	0.00769239	0.0297053	0.00642844	0.00404006	0.0189616	0.00246717	0.0165632	0.0217251	0.00813338	0.00103516	0.00163042	0.00202158	0.00371243	1.06451e-05	0.00775273	0.00818583	0.00305742	0.00272996	0.00104039	0.00232691	0.00136811	0.0397461	0.0164035	0.00135232	0.0119411	0.000769722	0.0112414	0.00313676	0.050555	0.000720177	0.0142373	0.0115906	0.0102518	0.0575941	0.845687	0.154313	2.129033
19728	-2099.634	-2251.606	151.9728	0.141748	0.0246411	0.0218286	0.00671268	0.0759975	0.176576	0.120839	0.00401598	0.00727112	0.0224697	0.0498488	0.0869221	0.0226441	0.0117691	0.0831622	0.0756535	0.154347	0.0514485	0.00587573	0.0179987	0.179344	0.0388438	0.0118547	0.00146818	0.00555328	0.0117583	0.00246439	0.00438912	0.0018177	0.00100137	0.00222098	0.00479659	0.00476491	0.0267276	0.0115579	0.0345876	0.00449031	0.0103281	0.00224212	0.0246194	0.0196857	0.00729898	0.0307969	0.0263976	0.0256524	0.0104521	0.131549	0.00533632	0.00305977	0.00259585	0.0265815	0.0205657	0.0162354	0.0142341	0.0147807	0.0447307	0.0007257	0.0201387	0.0936086	0.0186708	0.00371383	0.0632173	0.013967	0.0188495	0.011642	0.0192815	0.0109028	0.00420495	0.00508722	0.00163393	0.00032221	0.0156791	0.0290692	0.041028	0.00218604	0.00226706	0.00630719	0.00152321	0.0887939	0.0327175	0.0235327	0.0271113	0.00531169	0.0342698	0.0287018	0.140832	0.0136524	0.0396782	0.0272749	0.0311308	0.136255	0.3659671	1.634033	0.124523	0.362036	0.728347	1.37297	2.76216	8.03063	1.506343	4.464971	0.0478903	0.00832515	0.00737494	0.00226792	0.0256762	0.0596572	0.0408263	0.00135682	0.00245659	0.00759152	0.0168417	0.0293672	0.00765045	0.00397627	0.0280969	0.02556	0.0521469	0.0173822	0.00198515	0.00608096	0.0605926	0.0131236	0.00400517	0.000496034	0.00187621	0.00397261	0.000832609	0.00148289	0.000614122	0.000338319	0.00075037	0.00162056	0.00160985	0.00903009	0.00390491	0.0116856	0.00151708	0.00348941	0.000757515	0.00831781	0.00665093	0.002466	0.0104049	0.00891861	0.00866683	0.0035313	0.0444447	0.00180291	0.00103376	0.000877025	0.00898072	0.00694824	0.00548523	0.00480908	0.00499376	0.0151125	0.000245182	0.00680399	0.0316262	0.00630803	0.00125474	0.0213584	0.00471885	0.00636842	0.00393333	0.00651439	0.00368359	0.00142067	0.00171875	0.000552035	0.000108861	0.00529727	0.00982121	0.0138616	0.000738565	0.000765941	0.00213092	0.000514627	0.0299996	0.0110538	0.00795067	0.00915972	0.00179459	0.0115783	0.00969709	0.047581	0.00461254	0.0134055	0.00921498	0.0105177	0.0460344	0.817016	0.182984	2.95984
19764	-2093.691	-2246.728	153.0377	0.109627	0.0182479	0.0272923	0.011052	0.0336415	0.0969747	0.0393407	0.0045752	0.010342	0.0432279	0.0447784	0.0324337	0.0322857	0.00602602	0.03746	0.0382797	0.0565597	0.016564	0.00408976	0.00591824	0.148003	0.0401071	0.0149034	0.000821034	0.00418269	0.000949052	0.00398632	0.00210866	0.00171191	0.000404654	0.00176757	0.0012414	0.000980256	0.022559	0.00785411	0.0107939	0.0052042	0.00724117	0.00435105	0.0171939	0.0135338	0.0082182	0.0197367	0.0167656	0.0220782	0.0250196	0.0646771	0.00686271	0.0029036	0.00492267	0.0239618	0.0213795	0.0123444	0.00230564	0.0137939	0.0374078	0.00419878	0.0166056	0.053445	0.0143834	0.00141173	0.0188438	0.00026505	0.0153561	0.0437567	0.0219061	0.0025456	0.000269694	0.00640696	0.000146752	0.00383829	0.00261749	0.0346411	0.0334095	0.000154554	0.00107011	0.00282263	0.00151854	0.0339393	0.00818994	0.053455	0.036016	0.00214625	0.0109528	0.00849583	0.095254	0.00126258	0.0607196	0.0166439	0.00670505	0.118808	0.3062599	1.69374	0.0980051	0.322129	0.702286	1.42392	3.10435	10.2036	1.679498	5.530402	0.0550007	0.00915508	0.0136927	0.00554486	0.0168782	0.0486529	0.0197375	0.00229541	0.00518865	0.0216878	0.0224656	0.0162722	0.016198	0.0030233	0.0187939	0.0192052	0.0283764	0.00831027	0.00205186	0.00296922	0.0742543	0.020122	0.00747715	0.000411919	0.00209849	0.000476147	0.00199997	0.00105793	0.000858875	0.000203018	0.000886801	0.000622818	0.000491801	0.011318	0.00394046	0.00541538	0.00261098	0.00363295	0.00218296	0.0086263	0.00679	0.00412313	0.00990207	0.00841142	0.0110768	0.0125525	0.032449	0.00344307	0.00145676	0.00246974	0.0120218	0.0107262	0.00619327	0.00115676	0.00692051	0.0187678	0.00210656	0.00833116	0.0268137	0.00721625	0.000708275	0.00945409	0.000132978	0.00770428	0.0219531	0.0109904	0.00127715	0.000135308	0.00321442	7.36266e-05	0.0019257	0.00131321	0.0173797	0.0167618	7.7541e-05	0.00053688	0.00141614	0.000761862	0.0170276	0.00410895	0.0268187	0.0180695	0.00107679	0.00549509	0.00426242	0.0477896	0.000633445	0.0304635	0.00835039	0.00336397	0.059607	0.84687	0.15313	1.993194
19800	-2093.387	-2246.299	152.9123	0.130619	0.00736107	0.0318227	0.0166977	0.0621047	0.109667	0.0443974	0.00620859	0.00804316	0.0469854	0.0170274	0.0944588	0.0287911	0.0343225	0.0333681	0.0735058	0.122209	0.0379374	0.000849312	0.0228651	0.139865	0.0259437	0.0144383	0.000620884	0.0163201	0.000355675	0.00105366	0.0156175	0.000561768	0.00171321	0.00187713	0.00600922	0.0013912	0.0270928	0.00917521	0.0183289	0.018548	0.0110874	0.010154	0.0264399	0.0219128	0.0228321	0.028349	0.0468201	0.0384164	0.0250702	0.0907727	0.00941843	0.00343578	0.00591218	0.0735988	0.0473236	0.0199584	0.0319723	0.0215199	0.0846017	0.00771068	0.0111785	0.0810829	0.0188224	0.0134958	0.0482445	0.00040715	0.0132185	0.0196441	0.00560182	0.00571258	0.00110206	0.00411908	0.00130212	0.00900963	0.0579699	0.0681006	0.0520727	0.00671268	0.00945815	0.0101864	0.0115641	0.0392864	0.0119076	0.0405512	0.0373106	0.00471355	0.0452183	0.0170798	0.0862816	0.00842571	0.00932793	0.0336228	0.00369537	0.0588308	0.4363706	1.563629	0.168023	0.418997	0.762319	1.31179	2.38665	5.95156	1.289704	3.58326	0.0483645	0.0027256	0.011783	0.00618271	0.0229956	0.0406068	0.0164391	0.00229887	0.00297816	0.0173974	0.00630476	0.0349754	0.0106605	0.0127087	0.0123553	0.0272171	0.0452504	0.0140472	0.000314477	0.00846631	0.051788	0.00960624	0.0053461	0.000229896	0.00604287	0.000131696	0.000390141	0.00578272	0.000208007	0.000634355	0.000695048	0.00222505	0.000515123	0.0100317	0.00339733	0.00678668	0.0068678	0.00410536	0.00375974	0.00978996	0.00811371	0.00845408	0.0104968	0.0173362	0.0142245	0.00928279	0.0336106	0.00348738	0.00127217	0.00218912	0.0272516	0.0175226	0.00739005	0.0118385	0.00796821	0.0313256	0.00285505	0.00413908	0.0300227	0.00696942	0.00499713	0.0178636	0.000150756	0.00489443	0.00727366	0.0020742	0.00211521	0.000408063	0.00152518	0.000482137	0.00333602	0.0214646	0.0252158	0.0192811	0.00248552	0.00350209	0.00377175	0.00428185	0.0145467	0.00440906	0.015015	0.0138151	0.0017453	0.0167431	0.00632416	0.0319477	0.00311981	0.00345387	0.0124496	0.00136829	0.0217834	0.781815	0.218185	2.700716
19836	-2093.654	-2242.761	149.107	0.355517	0.0325531	0.0433782	0.0228011	0.184513	0.15331	0.0835885	0.00813188	0.0020292	0.112348	0.00294191	0.127852	0.0730667	0.0794978	0.11317	0.14618	0.180183	0.0653734	0.00353437	0.00158782	0.197446	0.0660327	0.0130278	0.00806194	0.00808113	0.00823684	0.00143966	0.0060509	0.00116083	0.000241092	0.00617421	0.0149246	0.000519644	0.039438	0.0142832	0.0415945	0.0348036	0.0101049	0.0247954	0.0366246	0.0424592	0.00175633	0.030791	0.036474	0.0575017	0.0171988	0.130233	0.00473705	0.00257932	0.0131292	0.00241867	0.00613999	0.0126232	0.0547984	0.0361281	0.125239	0.268635	0.00524619	0.00617602	0.0445396	0.0192787	0.130384	0.00242812	0.0242025	0.0573582	0.159586	0.103992	0.000150929	0.0595019	0.0230349	0.0449542	0.0108053	0.00203771	0.00434841	0.0106197	0.147944	0.058925	0.0579747	0.00125961	0.00284538	0.00334211	0.050202	0.0186028	0.0333327	0.0347825	0.18333	0.0101676	0.161002	0.00593135	0.016064	0.0405926	0.3302739	1.669726	0.196287	0.452003	0.780567	1.28112	2.21238	5.09459	1.177286	5.05558	0.0756036	0.00692268	0.00922473	0.00484884	0.0392382	0.0326027	0.0177758	0.00172931	0.000431526	0.0238917	0.000625622	0.0271889	0.0155382	0.0169059	0.0240666	0.0310863	0.0383174	0.0139022	0.000751613	0.000337664	0.0419884	0.0140424	0.00277048	0.00171444	0.00171852	0.00175163	0.000306156	0.00128677	0.000246861	5.12703e-05	0.001313	0.00317383	0.000110507	0.00838682	0.00303743	0.00884541	0.00740127	0.00214888	0.00527294	0.00778853	0.00902929	0.000373497	0.00654795	0.0077565	0.0122282	0.00365746	0.0276951	0.00100737	0.000548513	0.00279204	0.000514349	0.00130572	0.00268443	0.0116533	0.00768294	0.0266332	0.0571275	0.00111564	0.00131338	0.00947171	0.00409976	0.0277273	0.000516359	0.00514686	0.0121977	0.0339372	0.0221147	3.20962e-05	0.0126536	0.00489855	0.00955988	0.00229784	0.000433336	0.000924725	0.00225837	0.0314614	0.0125309	0.0123288	0.000267866	0.000605094	0.000710727	0.0106759	0.00395603	0.00708848	0.00739678	0.0389866	0.00216223	0.0342383	0.00126135	0.00341613	0.00863234	0.834863	0.165137	4.702382
19872	-2087.17	-2238.948	151.7779	0.18819	0.0111222	0.0385998	0.0270587	0.0551526	0.0936684	0.0672189	0.00172062	0.00362641	0.0849973	0.0227404	0.102311	0.0488944	0.0606155	0.0510223	0.0628971	0.136576	0.0397055	0.00291049	0.0214431	0.140125	0.035537	0.0217645	0.0164053	0.0103199	0.00172181	0.00147966	0.00342309	0.00527012	0.00261649	0.00325723	0.00952001	0.00608854	0.0309208	0.0164856	0.0254625	0.00657317	0.0082952	0.0143691	0.0156044	0.040508	0.00829696	0.0222528	0.0342736	0.0475476	0.0342565	0.0697763	0.00577891	0.00403786	0.0193599	0.00589321	0.00216961	0.00614375	0.00627018	0.0510958	0.0349094	0.242728	0.0129663	0.0510819	0.0356655	0.0154676	0.0843446	0.00197455	0.01237	0.0524131	0.150664	0.0768295	0.00152975	0.0359063	0.0792919	0.0236124	0.0260452	0.00352952	0.00832905	0.00100196	0.0125622	0.0288554	0.013217	0.00389084	0.00014083	0.0319897	0.0622378	0.0354104	0.00560031	0.0746869	0.121886	0.0404401	0.075642	0.00951412	0.0218807	0.0309943	0.409394	1.590606	0.191721	0.446844	0.777777	1.28572	2.23792	5.21592	1.194305	3.885269	0.0557935	0.00329743	0.0114438	0.00802218	0.0163513	0.0277702	0.0199286	0.000510118	0.00107513	0.0251995	0.00674192	0.0303325	0.0144959	0.0179709	0.0151268	0.0186473	0.0404912	0.0117716	0.000862884	0.00635733	0.0415433	0.0105358	0.0064526	0.00486374	0.00305957	0.000510471	0.00043868	0.00101486	0.00156245	0.00077572	0.000965682	0.00282243	0.00180509	0.0091672	0.00488755	0.00754896	0.00194877	0.00245931	0.00426006	0.00462629	0.0120095	0.00245983	0.00659737	0.0101612	0.0140966	0.0101561	0.0206868	0.00171329	0.00119712	0.00573969	0.00174718	0.000643232	0.00182146	0.00185894	0.0151486	0.0103497	0.0719624	0.00384417	0.0151444	0.0105739	0.00458573	0.0250059	0.000585403	0.00366739	0.0155391	0.0446679	0.0227779	0.000453531	0.0106453	0.023508	0.00700047	0.00772173	0.00104641	0.00246934	0.000297055	0.00372437	0.00855488	0.00391849	0.00115353	4.17524e-05	0.0094841	0.0184519	0.0104983	0.00166035	0.0221427	0.0361361	0.0119894	0.0224259	0.00282068	0.00648705	0.00918901	0.795303	0.204697	3.372981
19908	-2112.828	-2263.623	150.7953	0.207233	0.0277963	0.0617432	0.0730323	0.128084	0.0742651	0.126631	0.00301386	0.00943409	0.113931	0.033894	0.0600964	0.0581419	0.0160399	0.0804848	0.110511	0.139415	0.0762849	0.000373531	0.0138279	0.200626	0.0560102	0.00291494	0.0168445	0.0132505	0.00266045	0.000166597	0.0081661	0.0012544	0.00724789	0.00566006	0.0206559	0.00400139	0.034009	0.0233936	0.016865	0.0132075	0.0144457	0.0115958	0.038813	0.0408163	0.000654095	0.0325839	0.0392204	0.055296	0.00895011	0.12977	0.0232214	0.00217763	0.046439	0.0216799	1.82738e-05	0.0370995	4.31566e-05	0.0420111	0.113384	0.107693	0.0289551	0.0691621	0.0225331	0.0250822	0.0520002	0.00159737	0.0120244	0.0287965	0.22543	0.0431498	0.00236027	0.0469675	0.0452876	0.00702614	0.0621554	0.00861083	0.01605	0.00591456	0.0659974	0.0528677	0.0131075	0.00506463	0.00150976	0.00495694	0.0734548	0.0705581	0.0156645	0.160294	0.0841901	0.0303961	0.0450405	0.00921683	0.0241921	0.0298007	0.4140496	1.58595	0.212902	0.470275	0.790278	1.26538	2.12642	4.69699	1.118532	3.83034	0.0518538	0.00695518	0.0154493	0.0182741	0.0320491	0.0185825	0.0316855	0.000754125	0.00236059	0.0285077	0.00848092	0.0150373	0.0145482	0.0040135	0.0201388	0.0276519	0.0348843	0.0190879	9.34646e-05	0.00346002	0.0502006	0.0140148	0.000729375	0.00421482	0.00331552	0.000665695	4.16857e-05	0.00204332	0.000313874	0.00181356	0.00141625	0.00516851	0.00100122	0.00850969	0.00585352	0.00421995	0.00330476	0.00361458	0.00290149	0.00971177	0.010213	0.000163667	0.00815312	0.0098137	0.0138361	0.00223949	0.0324711	0.00581044	0.000544884	0.0116199	0.00542474	4.57244e-06	0.00928301	1.07986e-05	0.010512	0.0283709	0.0269469	0.00724511	0.0173057	0.0056382	0.00627605	0.0130115	0.000399692	0.00300873	0.00720543	0.0564068	0.0107969	0.000590585	0.0117522	0.0113318	0.00175808	0.0155525	0.0021546	0.00401602	0.00147994	0.0165138	0.0132285	0.00327975	0.00126727	0.000377771	0.00124032	0.0183798	0.017655	0.00391956	0.0401086	0.021066	0.00760568	0.01127	0.00230623	0.00605332	0.0074567	0.792975	0.207025	3.996496
